Placement,Horse,Jockey,Trainer,Horse weight,Lane position,Win odds,Time in s,sec_pos1,sec_pos2,sec_pos3,sec_pos4,sec_pos5,sec_pos6
7,BRILLIANT PIONEER (G255),K Teetan,P F Yiu,1059,8,5,90.9,11,10,10,7,0,0
8,DASHING GLORY (G397),H T Mo,Y S Tsui,1098,2,46,92.3,6,5,4,8,0,0
9,GREAT DAYS (H119),A Hamelin,P C Ng,1097,10,20,92.5,4,6,5,9,0,0
10,DARCI LEGEND (G376),A Atzeni,K W Lui,1055,13,39,84.6,14,14,14,10,0,0
11,EAGLE RUN (G415),H Bentley,D J Whyte,1199,14,34,86.1,7,9,9,11,0,0
12,SUPER HORNET (G043),M F Poon,J Richards,1091,1,29,92.1,1,2,3,12,0,0
13,NOIR RIDER (E138),K De Melo,C W Chang,1201,7,44,92.1,2,1,1,13,0,0
14,TACTICAL COMMAND (H197),L Ferraris,M Newnham,1056,11,39,89.9,3,3,8,14,0,0
1,SECOND TO NONE (H319),C Y Ho,K W Lui,1148,5,8,71.3,5,4,1,0,0,0
2,TOP SCORER (J120),Z Purton,J Size,1232,7,2,72.9,4,5,2,0,0,0
3,MASTER MASTERMIND (J024),K Teetan,D A Hayes,1118,6,3,73.8,8,8,3,0,0,0
4,BALLISTIC WIN (J040),C L Chau,T P Yung,1216,1,13,74.1,7,7,4,0,0,0
5,JOY OF SPRING (H383),B Avdulla,C Fownes,1005,11,30,75.1,12,9,5,0,0,0
6,GLORIOUS EXPERT (J028),H Bowman,D J Hall,1108,3,18,76.5,2,2,6,0,0,0
7,KING OBERON (H407),K De Melo,K H Ting,1119,9,148,76.7,9,12,7,0,0,0
8,MR MAESTRO (J033),A Atzeni,J Richards,1179,12,26,78.1,6,6,8,0,0,0
9,CALIFORNIA ICON (H404),L Hewitson,A S Cruz,1147,10,75,78.7,11,11,9,0,0,0
10,COMMANDING MISSILE (G210),Y L Chung,C W Chang,1223,2,15,71.2,1,1,10,0,0,0
11,CRAZY TREASURE (J063),L Ferraris,M Newnham,1047,4,27,71.4,3,3,11,0,0,0
12,JOY FOR YOU (H270),M L Yeung,Y S Tsui,1161,8,135,73.1,10,10,12,0,0,0
1,RUN RUN TIMING (H403),H Bentley,C H Yip,1156,9,3,71.3,1,1,1,0,0,0
2,COPARTNER PRANCE (H408),K De Melo,K W Lui,1108,12,7,72.8,2,2,2,0,0,0
3,INVINCIBLE LUCKY (J119),M Chadwick,M Newnham,1076,3,9,74.5,9,9,3,0,0,0
4,RUBY SAILING (H347),H Bowman,K L Man,1169,10,4,74.5,6,4,4,0,0,0
5,THE GOOD DEAL (G025),Y L Chung,D J Whyte,1125,6,51,76.4,5,5,5,0,0,0
6,KING OF THE COURT (E384),L Hewitson,W Y So,1165,2,9,77.0,11,10,6,0,0,0
7,ISLAND BRIGHT (H363),L Ferraris,P F Yiu,1068,1,23,71.8,3,3,7,0,0,0
8,GUSTY FIGHTER (J029),A Atzeni,J Richards,1080,8,56,72.5,8,7,8,0,0,0
9,FUNG (J101),K C Leung,C W Chang,1137,4,60,74.8,7,8,9,0,0,0
10,FLYING ROMANTIC (J057),B Avdulla,D J Hall,1104,11,80,75.2,12,12,10,0,0,0
11,MUST GO (J133),Z Purton,J Size,1148,7,8,76.9,4,6,11,0,0,0
12,SIGHT HERO (D487),K Teetan,D A Hayes,1324,5,7,74.7,10,11,12,0,0,0
1,SUPER COMMANDER (D350),K Teetan,P C Ng,1084,12,7,57.5,1,1,1,0,0,0
2,LIFELINE EXPRESS (H439),A Atzeni,J Size,1126,7,7,59.0,6,3,2,0,0,0
3,JAMES TAK (J007),E C W Wong,T P Yung,1150,6,1,59.6,2,2,3,0,0,0
4,CHILLI BABA (G339),Y L Chung,P F Yiu,1175,11,10,60.7,8,7,4,0,0,0
5,LESS IS MORE (H406),H Bowman,F C Lor,1097,10,24,60.9,11,10,5,0,0,0
6,TIMESTORM (G109),M F Poon,D J Hall,1063,14,21,63.6,10,8,6,0,0,0
7,WINNING GOLD (H461),K De Melo,W Y So,1035,8,169,60.2,9,9,7,0,0,0
8,HERO WARRIOR (J006),C L Chau,T P Yung,1029,1,105,62.4,12,11,8,0,0,0
9,RED ELEGANCE (H241),B Avdulla,J Richards,1091,3,22,63.4,3,5,9,0,0,0
10,SPARKLING DOLPHIN (C332),H T Mo,Y S Tsui,1221,2,43,64.3,7,12,10,0,0,0
11,VALIANT ELEGANCE (D285),H Bentley,D J Whyte,1138,5,43,65.6,5,6,11,0,0,0
12,UNIVERSAL PURSUIT (H286),L Hewitson,K W Lui,1065,4,56,59.2,4,4,12,0,0,0
1,VOLCANIC SPARK (H388),H Bowman,P F Yiu,1083,2,3,90.7,11,9,8,1,0,0
2,MASTER TORNADO (G410),K Teetan,W Y So,1187,5,12,90.8,3,4,4,2,0,0
3,PATCH OF TIME (H483),L Ferraris,K H Ting,1145,11,24,83.5,1,1,1,3,0,0
4,ACA POWER (E144),K De Melo,D J Hall,1017,3,18,84.7,6,8,7,4,0,0
5,KASI FARASI (B385),L Hewitson,C H Yip,1087,6,9,86.8,10,10,11,5,0,0
6,HAPPY FOR ALL (H181),K C Leung,J Richards,1099,13,15,87.1,2,2,2,6,0,0
7,GLORY CLOUD (H320),H Bentley,C Fownes,1058,1,22,88.9,5,6,6,7,0,0
8,SUPER HIGHWAY (G050),M Chadwick,F C Lor,1201,10,48,89.2,13,12,10,8,0,0
9,NOBLE ONE (G278),A Atzeni,K W Lui,1117,12,13,89.3,14,13,14,9,0,0
10,FIGHTING MACHINE (J015),Z Purton,P C Ng,1082,14,3,89.4,12,14,13,10,0,0
11,WINNING HEART (H065),Y L Chung,A S Cruz,1142,4,31,92.4,4,5,5,11,0,0
12,RED MAVERICK (J067),M L Yeung,Y S Tsui,1269,9,203,86.1,8,3,3,12,0,0
13,TOP PEAK (H441),C L Chau,T P Yung,1226,8,11,92.1,7,7,9,13,0,0
14,DUBLIN STAR (C436),M F Poon,K L Man,1261,7,46,93.6,9,11,12,14,0,0
1,HOLY LAKE (H260),C Y Ho,K W Lui,1118,8,11,96.2,2,4,4,1,0,0
2,ARIEL (G223),L Ferraris,D A Hayes,1207,10,9,97.3,1,1,1,2,0,0
3,LUCKY ETERNITY (G478),H Bowman,T P Yung,1047,7,6,99.1,5,5,6,3,0,0
4,BEER PALACE (H361),K Teetan,M Newnham,1100,4,17,99.4,9,9,8,4,0,0
5,CHATEAU (H214),A Atzeni,J Size,1071,2,5,99.6,7,7,7,5,0,0
6,JOYFUL PROSPERITY (H213),B Avdulla,C W Chang,1076,11,15,100.8,11,6,2,6,0,0
7,WINNING STEPS (G420),H Bentley,P C Ng,1168,13,22,101.8,13,14,13,7,0,0
8,BEATO (H090),Z Purton,A S Cruz,1134,5,2,102.0,6,3,5,8,0,0
9,ROBOT FIGHTER (H309),C L Chau,K L Man,1112,1,65,103.3,8,11,11,9,0,0
10,G LINER (H072),K C Leung,J Richards,1113,12,48,104.4,3,2,3,10,0,0
11,SPLENDID STAR (G026),M Chadwick,D J Whyte,1106,14,50,97.4,14,13,14,11,0,0
12,JOYFUL FRIENDSHIP (H295),M F Poon,P F Yiu,1151,3,42,97.7,4,8,9,12,0,0
13,UP AND UP (H163),L Hewitson,C S Shum,1089,9,111,102.1,12,10,10,13,0,0
14,NORTHERN BEAST (H233),A Hamelin,D J Hall,1107,6,13,104.2,10,12,12,14,0,0
1,GALAXY PATCH (H399),K Teetan,P C Ng,1150,5,1,74.8,6,5,1,0,0,0
2,GUMMY GUMMY (H089),L Hewitson,T P Yung,1190,4,21,77.3,4,4,2,0,0,0
3,LUCKY ENCOUNTER (H274),A Atzeni,D A Hayes,1094,8,7,73.0,5,6,3,0,0,0
4,BUNDLE OF CHARM (G213),B Avdulla,J Size,1178,2,9,73.2,2,2,4,0,0,0
5,PING HAI GALAXY (C377),H Bowman,J Size,1137,3,40,74.2,1,1,5,0,0,0
6,KEEFY (G306),Y L Chung,F C Lor,1175,1,39,75.7,3,3,6,0,0,0
7,WINNING ICEY (G246),C Y Ho,C Fownes,1186,6,27,76.7,8,8,7,0,0,0
8,CARROLL STREET (D489),H Bentley,D J Whyte,1119,7,53,77.1,9,7,8,0,0,0
9,REWARDING TOGETHER (D334),M Chadwick,F C Lor,1229,9,55,78.2,7,9,9,0,0,0
1,I GIVE (H036),A Atzeni,P C Ng,1186,7,5,69.7,1,1,1,0,0,0
2,MAGNIFICENT NINE (H433),Z Purton,J Size,1125,5,3,72.4,5,5,2,0,0,0
3,SUPER FORTUNE (G065),M F Poon,A S Cruz,1215,3,7,72.7,2,2,3,0,0,0
4,COTTON FINGERS (H398),H Bowman,W Y So,1150,1,3,75.0,6,6,4,0,0,0
5,GIDDY UP (J020),A Hamelin,J Richards,1129,2,13,76.2,9,9,5,0,0,0
6,VIVA GRACIOUSNESS (J079),K Teetan,A S Cruz,1080,9,59,78.0,7,7,6,0,0,0
7,PULSAR STRIDER (G407),L Hewitson,T P Yung,1167,8,62,78.8,4,3,7,0,0,0
8,POWER KOEPP (E301),M Chadwick,K L Man,1111,11,81,78.9,12,11,8,0,0,0
10,MASTER STROKE (J036),K De Melo,C H Yip,1042,4,199,71.9,8,8,10,0,0,0
11,STAR LINE (J110),B Avdulla,D J Hall,1190,6,17,73.2,10,12,11,0,0,0
12,DENFIELD (G471),L Ferraris,C S Shum,1142,10,20,74.3,3,4,12,0,0,0
1,FALLON (H219),M L Yeung,A S Cruz,1123,6,15,103.0,10,12,13,1,0,0
2,SIMPLE HEDGE (H237),Z Purton,J Size,1154,10,4,95.9,8,6,5,2,0,0
3,GOLDEN ARTIE (G434),A Atzeni,P F Yiu,1215,4,12,96.0,7,9,9,3,0,0
4,CHANCHENG GLORY (H212),L Hewitson,K W Lui,1169,7,2,97.8,3,4,3,4,0,0
5,SPEED DRAGON (H380),C Y Ho,K W Lui,1162,11,6,98.5,13,13,12,5,0,0
6,BEAUTY MISSILE (H123),Y L Chung,F C Lor,1207,3,15,99.4,2,1,1,6,0,0
7,STAR MAC (J053),K C Leung,D A Hayes,1197,8,7,99.6,12,11,10,7,0,0
8,KA YING GENERATION (J075),K Teetan,P C Ng,1156,2,17,100.9,5,7,4,8,0,0
9,ELLIPTICAL (J052),H Bowman,C Fownes,1044,14,42,101.4,14,14,14,9,0,0
10,NOT A FEW (J109),H Bentley,D J Whyte,1023,13,259,100.1,11,10,11,10,0,0
11,WINDICATOR FAMILY (H419),H T Mo,D J Hall,983,1,145,100.7,6,5,6,11,0,0
12,HAKKA RADIANCE (J105),K De Melo,W K Mo,1152,5,52,100.8,9,8,8,12,0,0
13,I KEEP WINNING (H400),M Chadwick,T P Yung,1214,9,191,103.8,1,2,2,13,0,0
14,EIGHTEEN CARAT (J104),A Hamelin,C S Shum,1135,12,136,98.1,4,3,7,14,0,0
1,AMAZING DUCK (H392),M F Poon,K H Ting,1084,1,47,86.6,1,1,1,1,0,0
2,BEAUTY CRESCENT (H334),Z Purton,A S Cruz,1068,2,3,86.9,8,8,8,2,0,0
3,BEAUTY FIT (E279),A Hamelin,J Size,1210,14,8,86.9,3,4,4,3,0,0
4,JOYFUL HUNTER (H198),C Y Ho,K W Lui,1172,4,2,88.3,7,7,6,4,0,0
5,JOLLY RULER (E346),L Hewitson,P F Yiu,1170,10,74,88.6,6,6,5,5,0,0
6,STORM LEGEND (G139),H Bentley,C Fownes,1066,3,24,90.1,10,10,9,6,0,0
7,FLYING MOJITO (G412),M L Yeung,D J Hall,1100,9,19,90.1,9,9,10,7,0,0
8,LESLIE (E471),K C Leung,C W Chang,1172,7,13,90.3,12,14,13,8,0,0
9,SWIFT ASCEND (H395),K Teetan,D J Whyte,1048,13,17,83.1,5,5,7,9,0,0
10,ORIENTAL SMOKE (E467),K H Chan,D A Hayes,1247,5,112,84.3,11,11,12,10,0,0
11,JUMBO FORTUNE (G195),K De Melo,P C Ng,1295,11,19,84.3,13,12,11,11,0,0
12,FASHION LEGEND (J080),B Avdulla,C Fownes,1037,6,87,84.4,4,3,3,12,0,0
13,MASSIVE ACTION (E445),E C W Wong,F C Lor,1209,8,8,84.9,2,2,2,13,0,0
14,I CAN (H381),A Atzeni,P C Ng,1080,12,42,90.2,14,13,14,14,0,0
1,MODEST GENTLEMAN (G352),A Atzeni,K W Lui,1058,1,4,58.1,6,3,1,0,0,0
2,HAPPY TANGO (D075),L Hewitson,Y S Tsui,1236,4,6,59.6,9,5,2,0,0,0
3,AUGUST MOON (D409),Y L Chung,J Richards,1146,7,12,61.0,4,6,3,0,0,0
4,MULTIMORE (D443),E C W Wong,T P Yung,1262,9,11,62.4,1,4,4,0,0,0
5,HAPPY HORSE (H061),H Bowman,K L Man,1107,3,3,64.5,2,1,5,0,0,0
6,MAGIC TRAVELLER (H102),M Chadwick,W Y So,1102,6,56,65.5,8,9,6,0,0,0
7,GOODMANSHIP (E208),K Teetan,D J Whyte,1180,5,3,65.6,7,8,7,0,0,0
8,FINGERS CROSSED (G403),K De Melo,M Newnham,1265,2,17,66.5,3,2,8,0,0,0
9,PERFECT ROCK (G175),H T Mo,Y S Tsui,1102,8,40,67.7,5,7,9,0,0,0
1,SIMPLY MAVERICK (H346),C Y Ho,P F Yiu,1207,7,1,104.9,2,2,2,1,0,0
2,LOVERO (H451),Y L Chung,A S Cruz,1127,1,40,108.1,3,3,3,2,0,0
3,FEARLESS FIRE (B085),K Teetan,D A Hayes,1188,5,10,102.3,1,1,1,3,0,0
4,CLUB SODA (H312),A Atzeni,J Size,1140,4,25,103.3,4,4,4,4,0,0
5,STORMTROUPER (E100),L Hewitson,C H Yip,1133,6,24,103.8,7,8,7,5,0,0
6,OWNERS' PRAISE (H047),H Bowman,W Y So,1277,9,8,104.0,9,9,10,6,0,0
7,RUNNING AHEAD (G313),C L Chau,T P Yung,1052,3,24,105.8,5,5,5,7,0,0
8,TO INFINITY (G277),K C Leung,J Richards,1037,2,14,106.4,6,6,6,8,0,0
9,YEE CHEONG WARRIOR (E025),M F Poon,D J Hall,1094,10,50,106.9,10,10,9,9,0,0
10,E TALENT (H310),K De Melo,K L Man,1172,8,132,110.4,8,7,8,10,0,0
1,RED HARE KING (H188),L Hewitson,A S Cruz,1092,1,2,106.0,4,4,4,1,0,0
2,AMAZING TEENS (E449),A Atzeni,J Size,1076,9,25,106.7,7,8,8,2,0,0
3,SAMARKAND (H070),C L Chau,D A Hayes,1177,3,8,109.4,5,6,6,3,0,0
4,SUPER BABY (G364),L Ferraris,M Newnham,1169,4,6,109.9,3,3,3,4,0,0
5,BEAU GOSSE (G389),K Teetan,D J Whyte,1105,2,8,101.8,6,5,5,5,0,0
6,DOUBLE WIN (H382),A Hamelin,T P Yung,1114,11,17,102.1,1,1,1,6,0,0
7,KILLER INSTINCT (G020),H Bentley,C Fownes,1087,10,26,104.7,11,10,9,7,0,0
8,TOTAL POWER (D138),H Bowman,D J Hall,1102,5,6,107.5,8,7,7,8,0,0
9,AFFIRM (H306),M F Poon,P F Yiu,1181,8,10,107.7,2,2,2,9,0,0
10,YOUNG VICTORY (D399),Y L Chung,W Y So,1062,6,35,102.6,9,9,10,10,0,0
11,TOURBILLON FLOW (J061),A Badel,C S Shum,1252,7,103,105.8,10,11,11,11,0,0
1,MEGA BONUS (E184),L Ferraris,P F Yiu,1258,11,18,76.4,1,1,1,0,0,0
2,HIGH RISE SOLDIER (C511),C Y Ho,K W Lui,1059,2,4,77.6,3,2,2,0,0,0
3,GREAT ACHIEVER (J049),C L Chau,T P Yung,1058,1,12,77.8,5,5,3,0,0,0
4,TALENTS SUPREMO (H133),H Bowman,W K Mo,1105,10,6,78.5,11,8,4,0,0,0
5,HARMONY N HOME (C531),M F Poon,C S Shum,1085,7,18,79.9,9,9,5,0,0,0
6,MR GOOD VIBES (H180),K De Melo,D J Hall,1072,8,85,71.5,10,12,6,0,0,0
7,VALHALLA (E495),A Badel,C Fownes,1174,9,12,71.6,8,10,7,0,0,0
8,COUNTRY DANCER (H436),B Avdulla,J Size,1114,12,61,71.6,12,11,8,0,0,0
9,GALLANT CROWN (D359),K H Chan,D A Hayes,1078,4,43,72.7,2,3,9,0,0,0
10,SPEEDY CHARIOT (H193),K Teetan,D J Whyte,1085,3,5,73.0,4,4,10,0,0,0
11,SEA SAPPHIRE (H343),A Atzeni,P C Ng,1061,6,5,74.3,6,7,11,0,0,0
12,WOOD ON FIRE (C460),K C Leung,C W Chang,1137,5,6,72.2,7,6,12,0,0,0
1,LYRICAL MOTION (G081),E C W Wong,C Fownes,1092,5,2,74.6,5,5,1,0,0,0
2,SUPER EAGLE (G408),A Badel,W Y So,1076,10,10,76.9,6,6,2,0,0,0
3,GALLANT VALOUR (H323),B Avdulla,J Richards,1096,2,3,77.3,4,4,3,0,0,0
4,GOLD TACK (H106),K De Melo,D J Hall,1038,7,15,79.3,10,10,4,0,0,0
5,SIGHT VICTORY (H378),A Atzeni,J Size,1111,12,95,79.5,11,11,5,0,0,0
6,EASY SNIP (G211),K Teetan,T P Yung,1227,11,15,79.8,12,12,6,0,0,0
7,HERO STAR (D033),M Chadwick,K L Man,1145,8,22,71.1,2,2,7,0,0,0
8,JOY COMING (H149),C Y Ho,K W Lui,1151,6,8,71.5,7,7,8,0,0,0
9,KING INVINCIBLE (H199),K C Leung,F C Lor,1016,3,17,71.7,3,3,9,0,0,0
10,SUPER ELITE (H247),M F Poon,P F Yiu,1088,1,19,72.3,8,8,10,0,0,0
11,HAPPY FAT CAT (G166),Y L Chung,W K Mo,1091,4,24,75.2,1,1,11,0,0,0
12,HEARTY WISH (E343),H Bentley,D J Whyte,1069,9,54,76.1,9,9,12,0,0,0
1,HAPPY TOGETHER (G446),A Badel,F C Lor,1138,3,4,110.9,6,5,5,6,1,0
2,LA CITY BLANCHE (G371),K Teetan,A S Cruz,996,1,10,112.1,9,7,7,8,2,0
3,HELENE FEELING (H215),C Y Ho,C S Shum,1220,9,2,113.5,3,3,3,4,3,0
4,NIMBLE NIMBUS (E249),A Atzeni,P F Yiu,1153,11,16,114.7,2,2,2,2,4,0
5,TOURBILLON DIAMOND (E054),H Bentley,M Newnham,1236,4,25,115.0,10,9,9,9,5,0
6,CHAMPION DRAGON (G070),Y L Chung,A S Cruz,1125,2,20,116.8,8,10,10,11,6,0
7,TELECOM FIGHTERS (D482),L Hewitson,Y S Tsui,1129,8,80,117.8,1,1,1,1,7,0
8,ENCOUNTERED (G236),K C Leung,K L Man,1164,12,11,117.9,7,8,8,7,8,0
9,BERLIN TANGO (E120),M F Poon,A S Cruz,1073,10,66,109.3,12,12,12,12,9,0
10,MONEY CATCHER (G171),M Chadwick,F C Lor,1156,5,27,109.6,5,4,4,3,10,0
11,SWORD POINT (G448),H Bowman,F C Lor,1124,6,7,111.4,4,6,6,5,11,0
12,RISING FROM ASHES (G209),K De Melo,K W Lui,1024,7,35,112.9,11,11,11,10,12,0
1,PRIME MINISTER (D288),M F Poon,P F Yiu,1154,8,37,114.4,10,10,10,9,1,0
2,LEAN HERO (G402),K C Leung,D A Hayes,1166,1,6,114.5,3,5,4,4,2,0
3,SPLENDID LIVING (E192),L Hewitson,P F Yiu,1133,5,22,114.6,1,1,1,1,3,0
4,MAJESTIC VICTORY (E441),Y L Chung,A S Cruz,1036,3,18,115.7,2,3,3,3,4,0
5,TURIN MASCOT (H165),C Y Ho,P C Ng,1092,9,6,116.3,9,9,9,11,5,0
6,EIGHTEEN PALMS (H033),A Badel,C S Shum,1217,12,16,117.1,5,2,2,2,6,0
7,ESCAPE ROUTE (E273),H Bowman,J Size,1072,4,3,117.8,7,8,8,5,7,0
8,GALLANT HERO (E480),K Teetan,D J Hall,1099,11,22,118.8,12,12,12,12,8,0
9,INTREPID WINNER (G144),K De Melo,C W Chang,1061,6,7,119.5,8,7,7,10,9,0
10,UNIVERSAL HORIZON (G360),A Atzeni,K W Lui,1135,2,10,119.9,4,4,5,6,10,0
11,AWESOME FLUKE (J050),K H Chan,C Fownes,1157,10,17,111.9,11,11,11,8,11,0
12,ROMANTIC LAOS (G476),C L Chau,W K Mo,1150,7,6,116.0,6,6,6,7,12,0
1,COPARTNER AMBITION (E218),H Bowman,C S Shum,1127,5,6,77.9,6,6,1,0,0,0
2,CELESTIAL COLOURS (H362),L Hewitson,J Richards,1148,10,8,71.4,1,1,2,0,0,0
3,A AMERIC TE SPECSO (H037),A Atzeni,J Size,1074,3,7,73.0,11,10,3,0,0,0
4,NEVER TOO SOON (E434),K De Melo,D J Hall,1115,6,22,73.8,7,7,4,0,0,0
5,BRAVE STAR (G268),C Y Ho,K W Lui,1098,8,4,73.9,2,2,5,0,0,0
6,EXCELLENT PEERS (G033),M Chadwick,F C Lor,1146,9,24,75.5,9,11,6,0,0,0
7,BEAUTY CHAMP (G137),K Teetan,D J Whyte,1178,1,12,75.5,4,4,7,0,0,0
8,ATOMIC FORCE (G221),H Bentley,C Fownes,1142,11,40,76.2,10,9,8,0,0,0
9,HEALTHY HEALTHY (H203),A Badel,P C Ng,1163,7,3,76.8,3,3,9,0,0,0
10,YOU'REMYEVERYTHING (E413),Y L Chung,A S Cruz,998,4,13,76.9,8,8,10,0,0,0
11,GRATEFUL HEART (D278),C L Chau,W Y So,1122,12,49,77.1,12,12,11,0,0,0
12,CALIFORNIA CIBLE (E431),B Avdulla,A S Cruz,1236,2,26,78.0,5,5,12,0,0,0
1,BEAT HOLLOW (G414),Y L Chung,Y S Tsui,1185,6,6,71.3,2,2,1,0,0,0
2,SUPER JOY (G251),M Chadwick,W K Mo,1110,3,4,71.7,10,6,2,0,0,0
3,ALL IS READY (G042),L Ferraris,M Newnham,1243,4,5,73.5,4,4,3,0,0,0
4,EIGHT TRIGRAMS (C102),H T Mo,Y S Tsui,1162,2,17,75.5,1,1,4,0,0,0
5,CHARMING STEED (E494),H Bentley,C Fownes,1077,5,9,75.8,6,7,5,0,0,0
6,ISLAND SURPRISE (E429),H Bowman,K L Man,1147,8,7,71.0,9,8,6,0,0,0
7,COMPULSORY (E328),K Teetan,C W Chang,1127,10,8,71.1,8,9,7,0,0,0
8,MASTER OF ALL (H177),A Atzeni,W Y So,1066,7,54,71.1,7,10,8,0,0,0
9,PRESTIGE MOOCHI (H314),K H Chan,C H Yip,1062,1,12,71.7,3,3,9,0,0,0
10,VAMOS (G004),K De Melo,D J Hall,1116,9,7,74.9,5,5,10,0,0,0
1,HONG KONG HALL (G315),H Bowman,D J Hall,1188,6,5,78.5,1,1,1,0,0,0
2,SKY HEART (J092),H Bentley,C Fownes,1198,10,8,70.5,12,13,2,0,0,0
3,PATCH OF THETA (H485),C Y Ho,K W Lui,1210,9,3,71.7,5,6,3,0,0,0
4,LUCKY FIONN (J047),A Hamelin,J Richards,1138,12,86,71.9,13,10,4,0,0,0
5,SONIC BOOM (H144),A Badel,K H Ting,1124,2,33,72.1,8,5,5,0,0,0
6,SILVER DESTINY (J096),K Teetan,C H Yip,1174,1,10,72.6,3,3,6,0,0,0
7,LOYAL BO BO (J011),M Chadwick,F C Lor,1195,13,8,74.0,6,7,7,0,0,0
8,HIGH PERCENTAGE (G413),C L Chau,T P Yung,1112,7,11,75.2,4,4,8,0,0,0
9,SIGHT HERO (D487),L Hewitson,D A Hayes,1329,5,14,75.3,7,9,9,0,0,0
10,AMAZINGTEAMWORK (H488),Y L Chung,W K Mo,1283,4,126,77.5,11,12,10,0,0,0
11,BOWSER (H460),A Atzeni,P F Yiu,1185,8,6,77.9,2,2,11,0,0,0
12,PATCH OF KINGDOM (H478),M F Poon,K L Man,1232,11,137,71.9,9,11,12,0,0,0
13,SHINING FORTUNE (G252),B Avdulla,J Size,1091,3,53,75.7,10,8,13,0,0,0
1,AORAKI SUMMIT (H300),A Atzeni,F C Lor,1160,5,3,90.9,2,1,1,1,0,0
2,WINNING DATA (H230),K Teetan,P F Yiu,1158,12,3,87.1,4,2,2,2,0,0
3,CALIFORNIATOTALITY (H418),Y L Chung,A S Cruz,1048,7,27,87.9,8,9,9,3,0,0
4,TAKE ACTION (J098),B Avdulla,J Size,1193,4,22,90.0,6,6,5,4,0,0
5,KASI FARASI (B385),L Hewitson,C H Yip,1103,2,8,90.2,5,5,6,5,0,0
6,ENNEA FORTUNE (E443),A Badel,C H Yip,1144,3,6,91.1,3,4,3,6,0,0
7,SOLID SHALAA (H228),H Bowman,D A Hayes,1169,11,6,84.9,10,10,10,7,0,0
8,SKY FOREVER (E414),C L Chau,K L Man,1073,8,22,85.6,9,7,8,8,0,0
9,KEEN UNITY (G298),M F Poon,K H Ting,1170,13,85,87.8,11,11,11,9,0,0
10,ALWAYS AWESOME (H245),K De Melo,D J Hall,1136,9,31,89.9,13,12,12,10,0,0
11,COURIER MAGIC (H290),H T Mo,J Richards,1067,14,231,91.2,12,14,14,11,0,0
12,WINNING SEVEN (J005),H Bentley,D J Whyte,1128,10,103,91.7,14,13,13,12,0,0
13,GALLANT GOODY (H434),A Hamelin,P F Yiu,1093,6,170,84.1,7,8,7,13,0,0
14,V LOVE YOU (J048),L Ferraris,C S Shum,1103,1,147,85.4,1,3,4,14,0,0
1,SPECIAL HEDGE (H354),C L Chau,T P Yung,1066,1,9,109.3,2,1,1,1,1,0
2,SUPER CONTENTED (H251),K De Melo,C Fownes,1099,9,13,109.6,1,3,3,2,2,0
3,FOREVER FOLKS (G463),A Hamelin,C W Chang,1185,8,27,112.1,3,4,4,4,3,0
4,MISTER DAPPER (H376),H Bowman,D J Whyte,1188,2,3,112.3,8,8,7,6,4,0
5,JUBILATION (G029),K Teetan,W Y So,1096,4,3,113.5,6,5,5,5,5,0
6,SHARPEN BRIGHT (H276),B Avdulla,D J Hall,1007,3,9,115.5,10,10,9,8,6,0
7,DARCI JOY (E161),E C W Wong,P F Yiu,1079,11,15,115.9,11,11,11,12,7,0
8,PEGASUS GENERAL (G189),M Chadwick,K H Ting,1020,13,18,116.0,13,12,12,10,8,0
9,SUPER HONG KONG (D241),H Bentley,K L Man,1067,10,49,109.1,7,7,8,9,9,0
10,PAKISTAN FRIEND (B370),A Atzeni,W Y So,1073,6,25,109.5,5,6,6,7,10,0
11,SERANGOON (H296),L Hewitson,A S Cruz,1119,14,31,110.9,14,14,13,13,11,0
12,ROMANTIC FANTASY (H168),A Badel,C S Shum,1143,7,114,112.5,9,9,10,11,12,0
13,VINCY (B213),Y L Chung,C H Yip,1087,5,39,113.2,12,13,14,14,13,0
14,READY PLAYER ONE (G143),C Y Ho,J Richards,1172,12,18,116.1,4,2,2,3,14,0
1,PLEASANT ENDEAVOR (E114),E C W Wong,P F Yiu,1195,6,19,62.5,3,3,1,0,0,0
2,FLYING HIGH (E204),M Chadwick,W Y So,1114,10,9,63.3,6,6,2,0,0,0
3,CHEVAL VALIANT (E336),Y L Chung,D J Whyte,1132,9,4,64.1,1,1,3,0,0,0
4,O'LINER (H264),H Bowman,T P Yung,1251,3,6,65.6,7,7,4,0,0,0
5,NICCONI COUNTY (G208),K Teetan,C Fownes,1154,2,11,65.8,10,10,5,0,0,0
6,KYRUS DRAGON (H396),A Badel,D J Hall,1026,7,34,66.1,9,9,6,0,0,0
7,NORTHERN BEACHES (H266),L Hewitson,W Y So,1142,8,3,66.2,4,2,7,0,0,0
8,RUN RUN COOL (E322),H Bentley,F C Lor,1213,5,20,66.6,8,8,8,0,0,0
9,CALIFORNIA TOUCH (J051),C Y Ho,W K Mo,1249,1,7,63.8,5,5,9,0,0,0
10,SPARKLING KNIGHT (C201),A Hamelin,C H Yip,1231,4,20,63.4,2,4,10,0,0,0
1,FAST BUCK (H126),A Atzeni,J Size,1172,12,10,76.2,3,3,1,0,0,0
2,DIAMOND FLARE (H224),Y L Chung,M Newnham,1290,6,2,71.7,9,9,2,0,0,0
3,COLOURFUL PRINCE (E418),H Bowman,D J Whyte,1187,2,12,71.8,1,1,3,0,0,0
